,airline_sentiment,text,wordCount
8653,2,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,6
4700,2,@SouthwestAir Awesome. Thanks! You guys rock!,6
7830,2,Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”,23
4025,2,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,23
854,2,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",21
13593,2,"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)",20
12765,2,"@AmericanAir @maryella_green just received it, actually. Thank you!!!!!!!!!",8
8962,2,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :),26
13162,2,"@AmericanAir sure, thank you!",4
8676,2,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",15
9378,2,@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed,26
12627,2,@AmericanAir thank you,3
6010,2,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!,9
13134,2,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)",19
14322,2,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),15
7226,2,@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,19
10916,2,@USAirways big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support.,19
374,2,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,12
11306,2,@USAirways finally rectified my flight situation! Thanks again,8
10895,2,@USAirways made it!!! Send Bloody Mary's to row 27!!!,9
13800,2,@AmericanAir wow that's helpful.,4
2355,2,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,17
6446,2,@SouthwestAir Thank you!  #thankful #feelingtheluv,5
13392,2,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,20
3289,2,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,20
6020,2,@SouthwestAir Congratulations!,2
7026,2,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,14
2909,2,@united Thank you for your offer! All sorted out :-),10
5161,2,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!,17
8202,2,@JetBlue thank you very very much!! 💙💙,7
6896,2,"@JetBlue I like "" Follow @JetBlue """,7
7177,2,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !,22
4656,2,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,22
11373,2,@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02,11
11194,2,@USAirways thank you,3
5092,2,@SouthwestAir thanks for getting me home from Denver tonight despite the snow!,12
1,2,@VirginAmerica plus you've added commercials to the experience... tacky.,9
5376,2,@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches,24
12652,2,@AmericanAir Just followed you.,4
6313,2,@SouthwestAir Thank you for your time!,6
1104,2,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail,13
5026,2,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!",21
11306,2,@USAirways finally rectified my flight situation! Thanks again,8
598,2,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,12
1855,2,"@united just touched down in Miami - not too far off , Nicely done united 👍",16
8598,2,@JetBlue thanks. Line moved quick. Already done.,7
8909,2,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",12
6733,2,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,12
306,2,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,27
6876,2,@JetBlue #1680 Super smooth flight and landing. Nicely done.,9
9003,2,@USAirways thank you!!,3
8824,2,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,12
3494,2,@united Thank you!! 😊,4
13387,2,@AmericanAir Will do. Appreciate the replies though.,7
4246,2,@united stay warm - I will be passing through Chicago next week,12
7913,2,@JetBlue of course !!!!,4
13755,2,@AmericanAir Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.,27
11720,2,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),16
152,2,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),14
6838,2,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",18
12360,2,@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.,11
12688,2,@AmericanAir thanks,2
6955,2,"@JetBlue Worked now, ty",4
7965,2,@JetBlue thanks...,2
12593,2,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!",22
10485,2,@USAirways No Problem - he was the only person in the airport who would help :),16
13728,2,@AmericanAir Understood. Thanks anyway,4
4884,2,@SouthwestAir yes please!,3
4347,2,@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy,19
14087,2,@AmericanAir Great seats on this aircraft!,6
5376,2,@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches,24
6502,2,@SouthwestAir About time...and just in time for my next flight Thursday.,11
8687,2,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!,10
6840,2,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,19
13199,2,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!",17
1793,2,"@united Thanks so much , my passport was recovered",9
2285,2,@united thanks,2
5986,2,@SouthwestAir @FortuneMagazine Congrats!,3
6611,2,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,8
5012,2,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags",22
7850,2,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq,8
12873,2,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT,17
2799,2,@united Thank you. Any help is appreciated.,7
8817,2,@JetBlue @ProfessorpaUL15 Always happy to help!,6
10915,2,@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday,23
7952,2,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!",17
14625,2,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,13
7731,2,@JetBlue thank you!,3
11061,2,@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(,27
2205,2,@united Thanks for the upgrade- please try to get my company to approve more business class travel.,17
598,2,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,12
19,2,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,17
8554,2,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,17
4058,2,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",19
14245,2,@AmericanAir I'm great thanks keep up the good work,9
12805,2,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,14
10860,2,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,17
7038,2,@JetBlue true. Maybe. Wish I had expedited security haha,9
4887,2,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,8
13884,2,@AmericanAir Great - thank you.,5
7040,2,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,7
4787,2,@SouthwestAir yes I was everything worked out great,8
3138,2,"@united thanks, that would be awesome.",6
10967,2,@USAirways @AmericanAir I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.,20
5286,2,@SouthwestAir thanks so much just had to make a Cancelled Flightlation! I've sent u the info.,16
6802,2,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",20
9512,2,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,23
4847,2,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,18
5882,2,@SouthwestAir Luvin me some flights today!! Don't change!!  And please add Paypal as payment option!!!,15
9679,2,@USAirways looks like our bag has been rescued. Thanks!,9
5965,2,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",23
5968,2,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,6
11795,2,@USAirways customer service at its finest,6
5606,2,@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons,17
7760,2,@JetBlue Exciting times ahead! 😁🎉,5
5806,2,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,20
4997,2,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,15
4777,2,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.,14
13442,2,@AmericanAir thank you!,3
5630,2,@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,17
5881,2,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,11
12761,2,@AmericanAir Absolutely!,2
8644,2,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,23
14322,2,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),15
12036,2,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,24
7618,2,@JetBlue Great service from PBI to HPN! Thanks.,8
1220,2,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",21
11740,2,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,24
8684,2,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",14
799,2,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,16
7217,2,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,18
12710,2,"@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m",20
6439,2,@SouthwestAir Black History Commercial is really sweet. Well done.,9
11077,2,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S,6
7958,2,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!,10
45,2,@VirginAmerica I'm #elevategold for a good reason: you rock!!,9
7255,2,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,8
4549,2,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,8
12005,2,@AmericanAir @beantownmatty Sounds like a date!,6
7432,2,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",25
439,2,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",14
9189,2,"BY THE GRACE OF GOD, I MADE IT! “@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.”",24
127,2,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,18
4215,2,"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",20
3333,2,@united Thank you.,3
5686,2,@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG,12
4462,2,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,25
2883,2,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,19
3276,2,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.",13
13109,2,"@AmericanAir Thanks. Having issues checking in for flight, please check our DM convo for more info.",16
1486,2,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,23
598,2,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,12
5376,2,@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches,24
680,2,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",21
14070,2,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,16
4586,2,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,16
4679,2,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,13
8448,2,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,11
12501,2,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux,16
12652,2,@AmericanAir Just followed you.,4
4973,2,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,12
11551,2,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,24
9559,2,@USAirways Thanks for the information!,5
22,2,@VirginAmerica I love the hipster innovation. You are a feel good brand.,12
2700,2,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",26
12306,2,@AmericanAir great thank you,4
12632,2,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,21
5709,2,@SouthwestAir sure thing,3
11368,2,@USAirways ok thank you we were told ground delay due to snow.,12
8244,2,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",16
8467,2,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??",21
2331,2,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,18
5512,2,@SouthwestAir I'll have to drop by next time I visit!,10
7735,2,@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,27
12792,2,@AmericanAir keep up the good work.  Got me to my destination safe and on time today,16
7255,2,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,8
7732,2,@JetBlue he just went above and beyond to be helpful,10
1486,2,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,23
4556,2,@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,16
13095,2,@AmericanAir All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga,20
5666,2,@SouthwestAir shhhh i don't want something else to steal our deal😉,11
9269,2,@USAirways Thanks! Sent you DM re: baggage issues.,8
11384,2,@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow,25
4964,2,@SouthwestAir My Fav!!!!,3
5161,2,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!,17
3975,2,@united The only thing you fella have done right today is get me to the pacific time zone.,18
8613,2,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",24
6387,2,@SouthwestAir has the best customer service!,6
11696,2,@USAirways Flight # 604. Thanks.,5
834,2,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",28
11691,2,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH.",21
7795,2,@JetBlue #kudos! And we're done and heading to warmer weather!,10
8077,2,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,9
14278,2,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,20
6862,2,@JetBlue thanks so much!,4
13033,2,@AmericanAir THANK YOU!!! 👍👍👍👍👍,4
3507,2,@united that's fine. I'll take them.,6
2396,2,"@united Ill check it out, appreciate the response, regardless.",9
9472,2,@USAirways it was customer service like I have never seen before!  Kudos to your organization.,15
7923,2,@JetBlue thanks for letting us know. Hoping for no more delays!,11
8014,2,@JetBlue u the real MVP http://t.co/jWL26G6lRw,6
3622,2,"@united Very good flight, thank you!",6
3516,2,"@united all goods, I'll call tomorrow, thanks.",7
7284,2,@JetBlue I do! The best airline wifi ever. Thank you!,10
11429,2,@USAirways she also appreciated having her very own hashtag! :) #lucycat,11
11028,2,"@USAirways Thank you, @USAirways!  Your fare to from DTW to DCA was much lower than @Delta and @SouthwestAir!  Thank you! You won me over!",24
4884,2,@SouthwestAir yes please!,3
4997,2,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,15
6597,2,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",10
6823,2,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,18
4552,2,@SouthwestAir beyond ready,3
14278,2,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,20
4465,2,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,8
9159,2,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,26
14336,2,@AmericanAir flights have been on time Late Flightly though!,9
11805,2,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,13
10221,2,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",20
9240,2,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,14
4973,2,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,12
385,2,@VirginAmerica that doesn't look to fat to me! It looks yummy!,11
5584,2,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,24
6539,2,@SouthwestAir your employees were great!,5
7732,2,@JetBlue he just went above and beyond to be helpful,10
12922,2,"@AmericanAir yes, it says it should be deliver within 6 hours after pick up line.",15
8628,2,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,9
7716,2,@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice,18
12833,2,@AmericanAir no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!,19
4878,2,@SouthwestAir YES please....How do we get that companion pass?,9
147,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,12
7834,2,@JetBlue thanks so much for your condolences and quick response. It is very much appreciated,15
14623,2,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,24
4499,2,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG",14
4164,2,@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,16
6272,2,@SouthwestAir @love_dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES,14
4668,2,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,23
12423,2,@AmericanAir thanks! Flight 2160 today. Great crew!,7
8720,2,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",16
5149,2,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",20
8740,2,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,21
6185,2,@SouthwestAir thanks for the follow up. So glad to get my bag back.,13
6579,2,@SouthwestAir thanks I think we've got it figured out,9
5729,2,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,16
1528,2,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",16
8480,2,@JetBlue the best airline in the world,7
4372,2,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,15
7369,2,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.,15
8636,2,@JetBlue its a wonderful thing!,5
9240,2,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,14
11551,2,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,24
8072,2,@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,18
138,2,@VirginAmerica always!!! Xoxo,3
9588,2,@USAirways Thanks!,2
1051,2,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",20
2716,2,@united you suck. @SouthwestAir you're the best.,7
9394,2,@USAirways @AmericanAir shout out to Diane at EYW for helping get us home today instead of tomorrow (even if a little Late Flight!),23
6443,2,@SouthwestAir much respect!,3
6337,2,@SouthwestAir Thanks for the info! Have a good day.,9
516,2,@united Thanks. It is on the same ticket.,8
11458,2,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.,20
5826,2,"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️",20
3752,2,@united thank you!,3
4439,2,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers",17
7828,2,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",25
12483,2,"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter.",23
3113,2,@united maybe on my return trip 👍,7
8876,2,@JetBlue great smooth flight too! 👏👍,6
6511,2,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,24
2848,2,@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,24
12346,2,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!",13
68,2,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,15
13857,2,"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",23
3685,2,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",20
5396,2,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",25
8095,2,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",25
3868,2,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,13
12944,2,@AmericanAir thanks... I finally got through this afternoon.  :),9
7782,2,@JetBlue Great thank you!,4
13118,2,@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!,19
6069,2,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,23
12627,2,@AmericanAir thank you,3
11620,2,@USAirways Will do. I appreciate the response.,7
6807,2,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,12
7274,2,Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!,17
13673,2,@AmericanAir Thanks for the champagne  AA153 ORD-NRT to celebrate my #TokyoMarathon2015 finish! http://t.co/Ij4xL01tKX,13
2552,2,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,19
7731,2,@JetBlue thank you!,3
4673,2,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,16
4053,2,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",18
4566,2,@SouthwestAir It's all good. Thanks!,5
4246,2,@united stay warm - I will be passing through Chicago next week,12
1892,2,@united worked out after all. Thanks for your immediate reply!!,10
4549,2,@SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest,8
7831,2,@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!,24
7139,2,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM,9
4847,2,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,18
12196,2,@AmericanAir @dfwairport you 2 together are the best part of flying!,11
781,2,@united you too!,3
13488,2,"@AmericanAir no worries, loved flying with you guys. Thanks!",9
7443,2,@JetBlue thank you guys! You are the best! 🙌✈️,9
5663,2,@SouthwestAir that's awesome! Love flying SWA!,6
6404,2,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!,17
7781,2,@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e,9
7917,2,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.,8
12444,2,"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service",20
451,2,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,13
9453,2,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,13
833,2,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,20
5372,2,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,18
2462,2,@united thank you for the help!!,6
5374,2,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,23
1686,2,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.",24
10869,2,@USAirways thank you!,3
5989,2,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,10
12306,2,@AmericanAir great thank you,4
8336,2,@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),27
12173,2,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp",19
8168,2,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken,12
6853,2,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,13
3297,2,@united ok thanks. I sent you a DM too. You can disregard that.,13
4776,2,@SouthwestAir have sent you a DM with the details. Thanks!,10
3283,2,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,16
6257,2,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,7
8766,2,@JetBlue is definitely my new favorite airline.,7
